CONDICION_FIRME,CONDICION_ILUMINACION,CONDICION_METEO,CONDICION_NIEBLA,CONDICION_NIVEL_CIRCULA,CONDICION_VIENTO,id
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Sin especificar,,20648
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,20649
Mojado,"Amanecer o atardecer, con luz artificial",Lluvia débil,,Sin especificar,,20650
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,20651
Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Nivel blanco,,20652
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,20653
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,20654
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,20655
Seco y limpio,Sin luz natural ni artificial,Despejado,,Sin especificar,,20656
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,20657
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,20658
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Sin especificar,,20659
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,20660
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,20661
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,20662
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,20663
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,20664
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,20665
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,20666
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,20667
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,20668
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,20669
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,20670
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,20671
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,20672
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20673
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel verde,,20674
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,20675
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,20676
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,20677
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,20678
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,20679
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,20680
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,20681
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel blanco,,20682
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,20683
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,20684
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,20685
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,20686
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,20687
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Sin especificar,,20688
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Nublado,,Nivel blanco,,20689
Mojado,Sin luz natural ni artificial,Lluvia fuerte,,Nivel blanco,,20690
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,20691
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,20692
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,20693
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,20694
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,20695
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,20696
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,20697
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,20698
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,20699
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,20700
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,20701
Mojado,"Amanecer o atardecer, sin luz artificial",Nublado,,Nivel blanco,,20702
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,20703
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,20704
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,20705
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,20706
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,20707
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,20708
Mojado,"Luz del día natural, solar",Lluvia débil,,Nivel amarillo,,20709
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,20710
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,20711
Seco y limpio,Sin luz natural ni artificial,Nublado,,Nivel blanco,,20712
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,20713
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,20714
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,20715
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,20716
Mojado,Sin luz natural y con iluminación artificial encen,Despejado,Niebla intensa,Nivel blanco,,20717
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel amarillo,,20718
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,20719
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20720
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20721
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,20722
Seco y limpio,Sin luz natural y con iluminación artificial no en,Despejado,,Nivel blanco,,20723
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,20724
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,20725
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20726
Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Se desconoce,,20727
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,20728
Seco y limpio,"Luz del día natural, solar",Nublado,,Se desconoce,Viento fuerte,20729
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20730
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20731
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20732
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20733
Con barro o gravilla suelta,"Luz del día natural, solar",Despejado,,Se desconoce,,20734
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20735
Con barro o gravilla suelta,"Luz del día natural, solar",Despejado,,Se desconoce,,20736
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20737
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,Viento fuerte,20738
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,20739
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Se desconoce,Viento fuerte,20740
Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Se desconoce,,20741
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20742
Seco y limpio,"Luz del día natural, solar",Nublado,,Se desconoce,,20743
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20744
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20745
Con aceite,"Luz del día natural, solar",Despejado,,Se desconoce,,20746
Seco y limpio,Sin luz natural ni artificial,Despejado,,Se desconoce,,20747
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20748
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20749
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,Viento fuerte,20750
Seco y limpio,"Luz del día natural, solar",Se desconoce,,Se desconoce,,20751
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,20752
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,20753
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,20754
Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Se desconoce,Viento fuerte,20755
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20756
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20757
Se desconoce,"Luz del día natural, solar",Despejado,Niebla ligera,Nivel amarillo,,20758
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20759
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,20760
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,20761
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,20762
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,20763
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20764
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,20765
Seco y limpio,Sin luz natural y con iluminación artificial no en,Despejado,,Se desconoce,Viento fuerte,20766
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,Viento fuerte,20767
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20768
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,20769
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20770
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20771
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20772
Mojado,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,20773
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,20774
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,20775
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,20776
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20777
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,20778
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel blanco,,20779
Seco y limpio,"Luz del día natural, solar",Nublado,,Se desconoce,,20780
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,20781
Mojado,"Luz del día natural, solar",Nublado,,Se desconoce,,20782
Seco y limpio,"Luz del día natural, solar",Nublado,,Se desconoce,,20783
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20784
Seco y limpio,"Luz del día natural, solar",Nublado,,Se desconoce,,20785
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20786
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20787
Mojado,"Amanecer o atardecer, con luz artificial",Nublado,,Se desconoce,,20788
Mojado,Sin luz natural y con iluminación artificial no en,Nublado,,Nivel blanco,,20789
Seco y limpio,"Luz del día natural, solar",Nublado,,Se desconoce,,20790
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20791
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,20792
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20793
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Se desconoce,,20794
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20795
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20796
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20797
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20798
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20799
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20800
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20801
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,20802
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20803
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20804
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20805
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,20806
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20807
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20808
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20809
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,20810
Seco y limpio,"Luz del día natural, solar",Nublado,,Se desconoce,,20811
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20812
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20813
Seco y limpio,Sin luz natural y con iluminación artificial no en,Despejado,,Se desconoce,,20814
Con barro o gravilla suelta,"Luz del día natural, solar",Despejado,,Se desconoce,,20815
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,20816
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,20817
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20818
Seco y limpio,Sin luz natural y con iluminación artificial no en,Despejado,,Se desconoce,,20819
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20820
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20821
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20822
Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Se desconoce,,20823
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20824
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,20825
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20826
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20827
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20828
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20829
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20830
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20831
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,20832
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20833
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20834
Seco y limpio,Sin luz natural y con iluminación artificial encen,Se desconoce,,Se desconoce,,20835
Seco y limpio,Sin luz natural y con iluminación artificial no en,Despejado,,Se desconoce,,20836
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20837
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20838
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,20839
Mojado,Sin luz natural y con iluminación artificial no en,Despejado,,Se desconoce,,20840
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20841
Seco y limpio,"Luz del día natural, solar",Nublado,,Nivel blanco,,20842
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20843
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,20844
Seco y limpio,Sin luz natural ni artificial,Despejado,,Se desconoce,,20845
Seco y limpio,"Luz del día natural, solar",Nublado,,Se desconoce,,20846
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,20847
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20848
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20849
Con aceite,"Luz del día natural, solar",Despejado,,Nivel blanco,,20850
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20851
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,20852
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,20853
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,20854
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,20855
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20856
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20857
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20858
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20859
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,Viento fuerte,20860
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,20861
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,20862
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,20863
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20864
Seco y limpio,"Luz del día natural, solar",Granizando,,Se desconoce,,20865
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,20866
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20867
Seco y limpio,Sin luz natural y con iluminación artificial no en,Despejado,,Se desconoce,,20868
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,20869
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20870
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Se desconoce,,20871
Seco y limpio,"Luz del día natural, solar",Nublado,,Se desconoce,,20872
Seco y limpio,"Luz del día natural, solar",Nublado,,Se desconoce,,20873
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20874
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20875
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20876
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20877
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,Viento fuerte,20878
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,Viento fuerte,20879
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20880
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20881
Seco y limpio,Sin luz natural ni artificial,Despejado,,Se desconoce,,20882
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20883
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20884
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20885
Mojado,"Luz del día natural, solar",Lluvia débil,,Se desconoce,,20886
Muy encharcado o inundado,"Luz del día natural, solar",Lluvia débil,,Se desconoce,,20887
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,20888
Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Se desconoce,,20889
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Se desconoce,,20890
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20891
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,Viento fuerte,20892
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20893
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20894
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,20895
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,20896
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20897
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,20898
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20899
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,20900
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,20901
Mojado,"Luz del día natural, solar",Nublado,,Se desconoce,,20902
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20903
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20904
Seco y limpio,Sin luz natural y con iluminación artificial no en,Despejado,,Se desconoce,,20905
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20906
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,Viento fuerte,20907
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20908
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20909
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20910
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20911
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,20912
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20913
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20914
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20915
Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Se desconoce,,20916
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,20917
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20918
Seco y limpio,Sin luz natural y con iluminación artificial encen,Se desconoce,,Se desconoce,,20919
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20920
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20921
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20922
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20923
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,20924
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20925
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,20926
Seco y limpio,"Luz del día natural, solar",Se desconoce,,Se desconoce,,20927
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20928
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20929
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Se desconoce,,20930
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20931
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,20932
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20933
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20934
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,20935
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,20936
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,Viento fuerte,20937
Seco y limpio,"Luz del día natural, solar",Se desconoce,,Se desconoce,,20938
Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Se desconoce,,20939
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20940
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20941
Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Nivel verde,,20942
Con aceite,"Amanecer o atardecer, con luz artificial",Despejado,,Se desconoce,,20943
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,20944
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,20945
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,20946
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20947
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,20948
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20949
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20950
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20951
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20952
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,20953
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20954
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20955
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20956
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20957
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,20958
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20959
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,20960
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20961
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20962
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20963
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20964
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,20965
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,20966
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20967
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20968
Seco y limpio,Sin luz natural y con iluminación artificial no en,Despejado,,Se desconoce,,20969
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20970
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,20971
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20972
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,20973
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20974
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20975
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20976
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20977
Mojado,"Amanecer o atardecer, sin luz artificial",Lluvia débil,,Se desconoce,,20978
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,20979
Con barro o gravilla suelta,"Luz del día natural, solar",Despejado,,Se desconoce,,20980
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20981
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20982
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20983
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,20984
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,20985
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,20986
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20987
Seco y limpio,Sin luz natural y con iluminación artificial no en,Despejado,,Se desconoce,,20988
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,20989
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20990
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20991
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,20992
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20993
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20994
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20995
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,20996
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,20997
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,20998
Mojado,"Luz del día natural, solar",Nublado,,Se desconoce,,20999
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,21000
