CARRETERA_CRUCE,CARRETERA,TIPO_VIA,TITULARIDAD_VIA,SENTIDO_1F,id
,No inventariada,Calle,Municipal,Se desconoce,23752
,No inventariada,Calle,Municipal,Se desconoce,23753
,No inventariada,Calle,Municipal,Se desconoce,23754
,No inventariada,Calle,Municipal,Se desconoce,23755
,No inventariada,Calle,Municipal,Se desconoce,23756
,No inventariada,Calle,Municipal,Se desconoce,23757
,No inventariada,Calle,Municipal,Se desconoce,23758
,No inventariada,Calle,Municipal,Se desconoce,23759
,No inventariada,Calle,Municipal,Se desconoce,23760
,No inventariada,Calle,Municipal,Se desconoce,23761
,No inventariada,Calle,Municipal,Se desconoce,23762
,No inventariada,Calle,Municipal,Se desconoce,23763
,No inventariada,Calle,Municipal,Se desconoce,23764
,No inventariada,Calle,Municipal,Se desconoce,23765
,No inventariada,Calle,Municipal,Se desconoce,23766
,No inventariada,Calle,Municipal,Se desconoce,23767
,No inventariada,Calle,Municipal,Se desconoce,23768
,No inventariada,Calle,Municipal,Se desconoce,23769
,No inventariada,Calle,Municipal,Se desconoce,23770
,No inventariada,Calle,Municipal,Se desconoce,23771
,No inventariada,Calle,Municipal,Se desconoce,23772
,No inventariada,Calle,Municipal,Se desconoce,23773
,No inventariada,Calle,Municipal,Se desconoce,23774
,No inventariada,Calle,Municipal,Se desconoce,23775
,No inventariada,Calle,Municipal,Se desconoce,23776
,No inventariada,Calle,Municipal,Se desconoce,23777
,No inventariada,Calle,Municipal,Se desconoce,23778
,No inventariada,Calle,Municipal,Se desconoce,23779
,No inventariada,Calle,Municipal,Se desconoce,23780
,No inventariada,Calle,Municipal,Se desconoce,23781
,No inventariada,Calle,Municipal,Se desconoce,23782
,No inventariada,Calle,Municipal,Se desconoce,23783
,No inventariada,Calle,Municipal,Se desconoce,23784
,A-70,Autovía,Estatal,Ascendente,23785
,No inventariada,Calle,Municipal,Se desconoce,23786
,No inventariada,Calle,Municipal,Se desconoce,23787
,No inventariada,Calle,Municipal,Se desconoce,23788
,No inventariada,Calle,Municipal,Se desconoce,23789
,No inventariada,Calle,Municipal,Se desconoce,23790
,CV-800,Carretera Convencional de calzada única,Autonómica,Descendente,23791
,No inventariada,Calle,Municipal,Se desconoce,23792
,A-70,Autovía,Estatal,Ascendente,23793
CV-821,CV-821,Carretera Convencional de doble calzada,Autonómica,Ascendente,23794
,A-31,Autovía,Estatal,Descendente,23795
,CV-821,Carretera Convencional de doble calzada,Autonómica,Ascendente,23796
,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,23797
,No inventariada,Calle,Municipal,Se desconoce,23798
,No inventariada,Calle,Municipal,Se desconoce,23799
,No inventariada,Calle,Municipal,Se desconoce,23800
,No inventariada,Calle,Municipal,Se desconoce,23801
,No inventariada,Calle,Municipal,Se desconoce,23802
,No inventariada,Calle,Municipal,Se desconoce,23803
,No inventariada,Calle,Municipal,Se desconoce,23804
,No inventariada,Calle,Municipal,Se desconoce,23805
,No inventariada,Calle,Municipal,Se desconoce,23806
,No inventariada,Calle,Municipal,Se desconoce,23807
,No inventariada,Calle,Municipal,Se desconoce,23808
,No inventariada,Calle,Municipal,Se desconoce,23809
,No inventariada,Calle,Municipal,Se desconoce,23810
,No inventariada,Calle,Municipal,Se desconoce,23811
,A-31,Autovía,Estatal,Ascendente,23812
,No inventariada,Calle,Municipal,Se desconoce,23813
A-77a,A-70,Autovía,Estatal,Descendente,23814
,No inventariada,Calle,Municipal,Se desconoce,23815
,No inventariada,Calle,Municipal,Se desconoce,23816
,No inventariada,Calle,Municipal,Se desconoce,23817
,No inventariada,Calle,Municipal,Se desconoce,23818
,No inventariada,Calle,Municipal,Se desconoce,23819
,No inventariada,Calle,Municipal,Se desconoce,23820
,No inventariada,Calle,Municipal,Se desconoce,23821
,No inventariada,Calle,Municipal,Se desconoce,23822
,No inventariada,Calle,Municipal,Se desconoce,23823
,No inventariada,Calle,Municipal,Se desconoce,23824
,No inventariada,Calle,Municipal,Se desconoce,23825
,No inventariada,Calle,Municipal,Se desconoce,23826
,No inventariada,Calle,Municipal,Se desconoce,23827
,No inventariada,Calle,Municipal,Se desconoce,23828
,No inventariada,Calle,Municipal,Se desconoce,23829
,No inventariada,Calle,Municipal,Se desconoce,23830
,A-31,Autovía,Estatal,Descendente,23831
,No inventariada,Calle,Municipal,Se desconoce,23832
,No inventariada,Calle,Municipal,Se desconoce,23833
,No inventariada,Calle,Municipal,Se desconoce,23834
,No inventariada,Calle,Municipal,Se desconoce,23835
,No inventariada,Calle,Municipal,Se desconoce,23836
,No inventariada,Calle,Municipal,Se desconoce,23837
,No inventariada,Calle,Municipal,Se desconoce,23838
,No inventariada,Calle,Municipal,Se desconoce,23839
,No inventariada,Calle,Municipal,Se desconoce,23840
,No inventariada,Calle,Municipal,Se desconoce,23841
,No inventariada,Calle,Municipal,Se desconoce,23842
,No inventariada,Calle,Municipal,Se desconoce,23843
,No inventariada,Calle,Municipal,Se desconoce,23844
,No inventariada,Calle,Municipal,Se desconoce,23845
,No inventariada,Calle,Municipal,Se desconoce,23846
,No inventariada,Calle,Municipal,Se desconoce,23847
,No inventariada,Calle,Municipal,Se desconoce,23848
,No inventariada,Calle,Municipal,Se desconoce,23849
,No inventariada,Calle,Municipal,Se desconoce,23850
,No inventariada,Calle,Municipal,Se desconoce,23851
,No inventariada,Calle,Municipal,Se desconoce,23852
,No inventariada,Calle,Municipal,Se desconoce,23853
,No inventariada,Calle,Municipal,Se desconoce,23854
,A-70,Autovía,Estatal,Descendente,23855
,No inventariada,Calle,Municipal,Se desconoce,23856
,No inventariada,Calle,Municipal,Se desconoce,23857
,No inventariada,Calle,Municipal,Se desconoce,23858
,No inventariada,Calle,Municipal,Se desconoce,23859
,No inventariada,Calle,Municipal,Se desconoce,23860
,No inventariada,Calle,Municipal,Se desconoce,23861
,No inventariada,Calle,Municipal,Se desconoce,23862
,No inventariada,Calle,Municipal,Se desconoce,23863
,A-31,Autovía,Estatal,Ascendente,23864
,A-77a,Autovía,Estatal,Ascendente,23865
,A-77,Autovía,Estatal,Descendente,23866
,A-7,Autovía,Estatal,Descendente,23867
,No inventariada,Calle,Municipal,Se desconoce,23868
,No inventariada,Calle,Municipal,Se desconoce,23869
,A-70,Autovía,Estatal,Descendente,23870
,No inventariada,Calle,Municipal,Se desconoce,23871
,No inventariada,Calle,Municipal,Se desconoce,23872
,No inventariada,Calle,Municipal,Se desconoce,23873
,No inventariada,Calle,Municipal,Se desconoce,23874
,No inventariada,Calle,Municipal,Se desconoce,23875
,A-70,Autovía,Estatal,Descendente,23876
,No inventariada,Calle,Municipal,Se desconoce,23877
,No inventariada,Calle,Municipal,Se desconoce,23878
,No inventariada,Calle,Municipal,Se desconoce,23879
,No inventariada,Calle,Municipal,Se desconoce,23880
,No inventariada,Calle,Municipal,Se desconoce,23881
,No inventariada,Calle,Municipal,Se desconoce,23882
,No inventariada,Calle,Municipal,Se desconoce,23883
,No inventariada,Calle,Municipal,Se desconoce,23884
,No inventariada,Calle,Municipal,Se desconoce,23885
,A-70,Autovía,Estatal,Ascendente,23886
,No inventariada,Calle,Municipal,Se desconoce,23887
,No inventariada,Calle,Municipal,Se desconoce,23888
,No inventariada,Calle,Municipal,Se desconoce,23889
,No inventariada,Calle,Municipal,Se desconoce,23890
,A-70,Autovía,Estatal,Ascendente,23891
,No inventariada,Calle,Municipal,Se desconoce,23892
,No inventariada,Calle,Municipal,Se desconoce,23893
,No inventariada,Calle,Municipal,Se desconoce,23894
,No inventariada,Calle,Municipal,Se desconoce,23895
,No inventariada,Calle,Municipal,Se desconoce,23896
,A-70,Autovía,Estatal,Descendente,23897
N-334,A-70,Ramal de enlace,Estatal,Descendente,23898
,No inventariada,Calle,Municipal,Se desconoce,23899
,No inventariada,Calle,Municipal,Se desconoce,23900
,CV-821,Carretera Convencional de doble calzada,Autonómica,Descendente,23901
,No inventariada,Calle,Municipal,Se desconoce,23902
,No inventariada,Calle,Municipal,Se desconoce,23903
,No inventariada,Calle,Municipal,Se desconoce,23904
,A-31,Autovía,Estatal,Descendente,23905
,No inventariada,Calle,Municipal,Se desconoce,23906
,CV-821,Carretera Convencional de doble calzada,Autonómica,Ascendente,23907
,No inventariada,Calle,Municipal,Se desconoce,23908
,No inventariada,Calle,Municipal,Se desconoce,23909
,A-70,Autovía,Estatal,Descendente,23910
,No inventariada,Calle,Municipal,Se desconoce,23911
,No inventariada,Calle,Municipal,Se desconoce,23912
,A-70,Autovía,Estatal,Ascendente,23913
,No inventariada,Calle,Municipal,Se desconoce,23914
,No inventariada,Calle,Municipal,Se desconoce,23915
,No inventariada,Calle,Municipal,Se desconoce,23916
,No inventariada,Calle,Municipal,Se desconoce,23917
,No inventariada,Calle,Municipal,Se desconoce,23918
,No inventariada,Calle,Municipal,Se desconoce,23919
,No inventariada,Calle,Municipal,Se desconoce,23920
,No inventariada,Calle,Municipal,Se desconoce,23921
,No inventariada,Calle,Municipal,Se desconoce,23922
,No inventariada,Calle,Municipal,Se desconoce,23923
,A-70,Autovía,Estatal,Ascendente,23924
,A-70,Autovía,Estatal,Ascendente,23925
,A-70,Autovía,Estatal,Descendente,23926
A-70,A-31,Autovía,Estatal,Descendente,23927
,No inventariada,Calle,Municipal,Se desconoce,23928
,No inventariada,Calle,Municipal,Se desconoce,23929
,No inventariada,Calle,Municipal,Se desconoce,23930
,No inventariada,Calle,Municipal,Se desconoce,23931
,No inventariada,Calle,Municipal,Se desconoce,23932
,A-70,Autovía,Estatal,Descendente,23933
,A-70,Autovía,Estatal,Ascendente,23934
,A-31,Autovía,Estatal,Ascendente,23935
,A-70,Carretera Convencional de doble calzada,Estatal,Ascendente,23936
,No inventariada,Calle,Municipal,Se desconoce,23937
,No inventariada,Vía de servicio,Autonómica,Se desconoce,23938
,A-79,Carretera Convencional de doble calzada,Estatal,Descendente,23939
,CV-800,Carretera Convencional de calzada única,Autonómica,Ascendente,23940
,No inventariada,Calle,Municipal,Se desconoce,23941
,A-77a,Carretera Convencional de doble calzada,Estatal,Descendente,23942
CV-824,V.C. A-77,Camino vecinal,Municipal,Descendente,23943
,No inventariada,Calle,Municipal,Se desconoce,23944
,A-70,Autovía,Estatal,Descendente,23945
,CV-824,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ambos,23946
,No inventariada,Calle,Municipal,Se desconoce,23947
,No inventariada,Calle,Municipal,Se desconoce,23948
,No inventariada,Calle,Municipal,Se desconoce,23949
,A-70,Autovía,Estatal,Descendente,23950
,No inventariada,Calle,Municipal,Se desconoce,23951
A-31,A-70,Autovía,Estatal,Descendente,23952
,No inventariada,Calle,Municipal,Se desconoce,23953
,No inventariada,Calle,Municipal,Se desconoce,23954
,A-31,Autovía,Estatal,Ascendente,23955
,A-31,Autovía,Estatal,Descendente,23956
,A-70,Autovía,Estatal,Ascendente,23957
,A-70,Autovía,Estatal,Ascendente,23958
,A-70,Vía de servicio,Estatal,Descendente,23959
A-70,A-77a,Autovía,Estatal,Ascendente,23960
,No inventariada,Calle,Municipal,Se desconoce,23961
,No inventariada,Calle,Municipal,Se desconoce,23962
,No inventariada,Calle,Municipal,Se desconoce,23963
,No inventariada,Calle,Municipal,Se desconoce,23964
,No inventariada,Calle,Municipal,Se desconoce,23965
,No inventariada,Calle,Municipal,Se desconoce,23966
,No inventariada,Calle,Municipal,Se desconoce,23967
,No inventariada,Calle,Municipal,Se desconoce,23968
,A-70,Autovía,Estatal,Descendente,23969
,A-70,Autovía,Estatal,Descendente,23970
,CV-820,Carretera Convencional de calzada única,Otra,Ascendente,23971
,A-70,Autovía,Estatal,Ascendente,23972
CV-821,A-70,Autovía,Estatal,Descendente,23973
,No inventariada,Calle,Municipal,Se desconoce,23974
CV-8482,A-31,Autovía,Estatal,Ascendente,23975
,No inventariada,Calle,Municipal,Se desconoce,23976
,No inventariada,Calle,Municipal,Se desconoce,23977
,A-31,Autovía,Estatal,Descendente,23978
,A-31,Autovía,Estatal,Ascendente,23979
,A-79,Carretera Convencional de doble calzada,Estatal,Descendente,23980
,No inventariada,Calle,Municipal,Se desconoce,23981
,No inventariada,Calle,Municipal,Se desconoce,23982
,A-79,Carretera Convencional de doble calzada,Estatal,Descendente,23983
,A-79,Carretera Convencional de doble calzada,Estatal,Descendente,23984
,A-70,Autovía,Estatal,Descendente,23985
CV-821,CV-821,Carretera Convencional de calzada única,Autonómica,Ascendente,23986
,A-70,Autovía,Estatal,Descendente,23987
,No inventariada,Calle,Municipal,Se desconoce,23988
,No inventariada,Calle,Municipal,Se desconoce,23989
,A-70,Autovía,Estatal,Descendente,23990
,A-70,Autovía,Estatal,Ascendente,23991
,A-70,Autovía,Estatal,Ascendente,23992
,A-31,Autovía,Estatal,Ascendente,23993
,A-31,Autovía,Estatal,Descendente,23994
,A-31,Autovía,Estatal,Ascendente,23995
,A-70,Autovía,Estatal,Descendente,23996
,A-70,Autovía,Estatal,Ascendente,23997
,CV-820,Carretera Convencional de calzada única,Autonómica,Ascendente,23998
,A-31,Autovía,Estatal,Ascendente,23999
,No inventariada,Calle,Municipal,Se desconoce,24000
,A-31,Autovía,Estatal,Descendente,24001
,No inventariada,Calle,Municipal,Se desconoce,24002
,A-70,Autovía,Estatal,Descendente,24003
,A-79,Autovía,Estatal,Descendente,24004
,A-31,Autovía,Estatal,Ascendente,24005
,A-77a,Otro,Estatal,Descendente,24006
,No inventariada,Calle,Municipal,Se desconoce,24007
,A-70,Autovía,Estatal,Descendente,24008
,A-70,Carretera Convencional de doble calzada,Estatal,Ascendente,24009
,A-31,Autovía,Estatal,Descendente,24010
,A-77,Autovía,Estatal,Descendente,24011
,No inventariada,Calle,Municipal,Se desconoce,24012
,No inventariada,Calle,Municipal,Se desconoce,24013
,A-70,Autovía,Estatal,Descendente,24014
,A-70,Autovía,Estatal,Ascendente,24015
,A-70,Autovía,Estatal,Descendente,24016
,A-70,Autovía,Estatal,Descendente,24017
,CV-821,Carretera Convencional de doble calzada,Otra,Ascendente,24018
,No inventariada,Calle,Municipal,Se desconoce,24019
,A-70,Autovía,Estatal,Ascendente,24020
,A-70,Autovía,Estatal,Ascendente,24021
,No inventariada,Calle,Municipal,Se desconoce,24022
,A-70,Autovía,Estatal,Descendente,24023
,No inventariada,Calle,Municipal,Se desconoce,24024
,No inventariada,Calle,Municipal,Se desconoce,24025
,No inventariada,Calle,Municipal,Se desconoce,24026
A-70,A-31,Autovía,Estatal,Descendente,24027
,A-70,Autovía,Estatal,Descendente,24028
,No inventariada,Calle,Municipal,Se desconoce,24029
,A-70,Autovía,Estatal,Ascendente,24030
,No inventariada,Calle,Municipal,Se desconoce,24031
,No inventariada,Calle,Municipal,Se desconoce,24032
,No inventariada,Calle,Municipal,Se desconoce,24033
,A-70,Autovía,Estatal,Ascendente,24034
,No inventariada,Calle,Municipal,Se desconoce,24035
,No inventariada,Calle,Municipal,Se desconoce,24036
,No inventariada,Calle,Municipal,Se desconoce,24037
,No inventariada,Calle,Municipal,Se desconoce,24038
,A-70,Autovía,Estatal,Descendente,24039
,A-70,Autovía,Estatal,Descendente,24040
,No inventariada,Calle,Municipal,Se desconoce,24041
,A-70,Autovía,Estatal,Descendente,24042
,N-332,Carretera Convencional de doble calzada,Estatal,Ascendente,24043
,No inventariada,Calle,Municipal,Se desconoce,24044
,No inventariada,Calle,Municipal,Se desconoce,24045
,No inventariada,Calle,Municipal,Se desconoce,24046
,No inventariada,Calle,Municipal,Se desconoce,24047
,No inventariada,Calle,Municipal,Se desconoce,24048
,No inventariada,Calle,Municipal,Se desconoce,24049
,CV-91,Carretera Convencional de calzada única,Otra,Ambos,24050
,CV-945,Carretera Convencional de calzada única,Autonómica,Ascendente,24051
,AP-7,Autopista de peaje,Estatal,Ascendente,24052
,CV-91,Carretera Convencional de calzada única,Autonómica,Ambos,24053
,CV-912,Carretera Convencional de calzada única,Autonómica,Ascendente,24054
,AP-7,Autopista libre,Estatal,Ascendente,24055
,CV-912,Carretera Convencional de calzada única,Autonómica,Ascendente,24056
,No inventariada,Camino vecinal,Municipal,Ascendente,24057
,CV-914,Carretera Convencional de calzada única,Autonómica,Descendente,24058
CV-901,CV-91,Carretera Convencional de doble calzada,Autonómica,Ambos,24059
,AP-7,Autopista de peaje,Estatal,Ascendente,24060
,AP-7,Autovía,Estatal,Descendente,24061
,AP-7,Autopista libre,Estatal,Descendente,24062
,CV-91,Carretera Convencional de calzada única,Autonómica,Ascendente,24063
,No inventariada,Calle,"Provincial, Cabildo/Consell",Se desconoce,24064
,CV-703,Camino vecinal,Municipal,Ascendente,24065
,CV-760,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,24066
,N-332,Carretera Convencional de calzada única,Estatal,Descendente,24067
,AP-7,Autopista libre,Estatal,Descendente,24068
N-332,CV-755,Carretera Convencional de calzada única,Autonómica,Ascendente,24069
,N-332,Carretera Convencional de calzada única,Otra,Ambos,24070
,No inventariada,Calle,Municipal,Se desconoce,24071
,No inventariada,Calle,Municipal,Se desconoce,24072
,No inventariada,Calle,Municipal,Se desconoce,24073
,N-332,Carretera Convencional de calzada única,Municipal,Ascendente,24074
,N-332,Carretera Convencional de doble calzada,Estatal,Ascendente,24075
,N-332,Carretera Convencional de calzada única,Estatal,Descendente,24076
,AP-7,Autopista libre,Estatal,Descendente,24077
,No inventariada,Otro,Municipal,Se desconoce,24078
,No inventariada,Calle,Municipal,Se desconoce,24079
,N-332,Carretera Convencional de calzada única,Estatal,Ambos,24080
,No inventariada,Calle,Municipal,Se desconoce,24081
,AP-7,Autopista libre,Estatal,Ascendente,24082
,N-332,Carretera Convencional de calzada única,Estatal,Ambos,24083
CV-755,CV-755,Carretera Convencional de calzada única,Autonómica,Ascendente,24084
,No inventariada,Calle,Municipal,Se desconoce,24085
,No inventariada,Calle,Municipal,Se desconoce,24086
,No inventariada,Calle,Municipal,Se desconoce,24087
,No inventariada,Calle,Municipal,Se desconoce,24088
,N-332,Carretera Convencional de calzada única,Estatal,Descendente,24089
,No inventariada,Calle,Municipal,Se desconoce,24090
N-332,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,24091
,No inventariada,Otro,Municipal,Se desconoce,24092
,No inventariada,Calle,Municipal,Se desconoce,24093
,No inventariada,Calle,Municipal,Se desconoce,24094
,No inventariada,Calle,Municipal,Se desconoce,24095
,No inventariada,Calle,Municipal,Se desconoce,24096
,No inventariada,Calle,Municipal,Se desconoce,24097
,No inventariada,Calle,Municipal,Se desconoce,24098
,No inventariada,Calle,Municipal,Se desconoce,24099
,No inventariada,Calle,Municipal,Se desconoce,24100
,No inventariada,Calle,Municipal,Se desconoce,24101
,No inventariada,Calle,Municipal,Se desconoce,24102
,No inventariada,Calle,Municipal,Se desconoce,24103
,No inventariada,Calle,Municipal,Se desconoce,24104
,No inventariada,Calle,Municipal,Se desconoce,24105
,No inventariada,Calle,Municipal,Se desconoce,24106
,No inventariada,Calle,Municipal,Se desconoce,24107
,No inventariada,Calle,Municipal,Se desconoce,24108
,No inventariada,Otro,Municipal,Se desconoce,24109
,No inventariada,Calle,Municipal,Se desconoce,24110
,No inventariada,Calle,Municipal,Se desconoce,24111
,No inventariada,Calle,Municipal,Se desconoce,24112
,No inventariada,Calle,Municipal,Se desconoce,24113
,No inventariada,Calle,Municipal,Se desconoce,24114
,No inventariada,Calle,Municipal,Se desconoce,24115
,No inventariada,Calle,Municipal,Se desconoce,24116
,No inventariada,Calle,Municipal,Se desconoce,24117
,No inventariada,Calle,Municipal,Se desconoce,24118
,No inventariada,Calle,Municipal,Se desconoce,24119
,No inventariada,Calle,Municipal,Se desconoce,24120
,No inventariada,Calle,Municipal,Se desconoce,24121
,No inventariada,Calle,Municipal,Se desconoce,24122
,N-332,Carretera Convencional de calzada única,Otra,Ascendente,24123
,No inventariada,Calle,Municipal,Se desconoce,24124
,No inventariada,Calle,Municipal,Se desconoce,24125
,CV-755,Carretera Convencional de calzada única,Autonómica,Descendente,24126
AP-7,CV-755,Carretera Convencional de calzada única,Municipal,Descendente,24127
N-332,N-332,Carretera Convencional de calzada única,Estatal,Descendente,24128
,CV-847,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,24129
,CV-847,Carretera Convencional de doble calzada,Autonómica,Descendente,24130
N-325,N-325,Carretera Convencional de calzada única,Estatal,Ascendente,24131
,N-325,Carretera Convencional de calzada única,Estatal,Descendente,24132
,N-325,Carretera Convencional de calzada única,Estatal,Ascendente,24133
,CV-84,Carretera Convencional de doble calzada,Autonómica,Descendente,24134
CV-846,CV-846,Carretera Convencional de calzada única,Autonómica,Ascendente,24135
,CV-84,Carretera Convencional de doble calzada,Autonómica,Ascendente,24136
,CV-845,Carretera Convencional de calzada única,Autonómica,Ascendente,24137
,CV-84,Carretera Convencional de doble calzada,Autonómica,Ascendente,24138
,N-325,Carretera Convencional de calzada única,Estatal,Ambos,24139
,N-325,Carretera Convencional de calzada única,Estatal,Ascendente,24140
,CV-845,Carretera Convencional de calzada única,Autonómica,Ascendente,24141
CV-847,CV-847,Carretera Convencional de calzada única,Autonómica,Descendente,24142
,CV-84,Carretera Convencional de doble calzada,Autonómica,Ascendente,24143
,CV-846,Carretera Convencional de calzada única,Autonómica,Ascendente,24144
,CV-845,Carretera Convencional de doble calzada,Autonómica,Ascendente,24145
,CV-720,Carretera Convencional de calzada única,Autonómica,Descendente,24146
,No inventariada,Calle,Municipal,Se desconoce,24147
,CV-803,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,24148
,No inventariada,Calle,Municipal,Se desconoce,24149
,No inventariada,Calle,"Provincial, Cabildo/Consell",Se desconoce,24150
,No inventariada,Calle,"Provincial, Cabildo/Consell",Se desconoce,24151
,CV-803,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,24152
,No inventariada,Calle,"Provincial, Cabildo/Consell",Se desconoce,24153
,CAMI PENYE,Camino vecinal,Municipal,Descendente,24154
,No inventariada,Calle,Municipal,Se desconoce,24155
,CV-803,Carretera Convencional de calzada única,Autonómica,Descendente,24156
,CV-804,Carretera Convencional de doble calzada,Autonómica,Descendente,24157
,No inventariada,Calle,Autonómica,Se desconoce,24158
,CV-81,Carretera Convencional de calzada única,Autonómica,Ascendente,24159
,CV-91,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ambos,24160
,CV-920,Carretera Convencional de calzada única,Autonómica,Ascendente,24161
,CV-920,Carretera Convencional de calzada única,Autonómica,Ascendente,24162
,No inventariada,Calle,Municipal,Se desconoce,24163
,No inventariada,Calle,Municipal,Se desconoce,24164
,MIGUEL DIA,Camino vecinal,Municipal,Ambos,24165
,CV-731,Carretera Convencional de calzada única,Autonómica,Ascendente,24166
,CV-732,Carretera Convencional de calzada única,Autonómica,Descendente,24167
,CV-705,Carretera Convencional de calzada única,Autonómica,Ascendente,24168
,CV-720,Carretera Convencional de calzada única,Autonómica,Ascendente,24169
,No inventariada,Calle,Municipal,Se desconoce,24170
,CV-731,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,24171
,CV-733,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,24172
,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,24173
,No inventariada,Calle,Municipal,Se desconoce,24174
,No inventariada,Calle,Municipal,Se desconoce,24175
,No inventariada,Calle,Municipal,Se desconoce,24176
,No inventariada,Calle,Municipal,Se desconoce,24177
,No inventariada,Calle,Municipal,Se desconoce,24178
,No inventariada,Calle,Municipal,Se desconoce,24179
,No inventariada,Calle,Municipal,Se desconoce,24180
,CV-70,Carretera Convencional de doble calzada,Autonómica,Ascendente,24181
,No inventariada,Calle,Municipal,Se desconoce,24182
,No inventariada,Calle,Municipal,Se desconoce,24183
,No inventariada,Calle,Municipal,Se desconoce,24184
,No inventariada,Calle,Municipal,Se desconoce,24185
,No inventariada,Calle,Municipal,Se desconoce,24186
,No inventariada,Calle,Municipal,Se desconoce,24187
,No inventariada,Calle,Municipal,Se desconoce,24188
,N-332,Carretera Convencional de doble calzada,Estatal,Ascendente,24189
,No inventariada,Calle,Municipal,Se desconoce,24190
,No inventariada,Calle,Municipal,Se desconoce,24191
,No inventariada,Calle,Municipal,Se desconoce,24192
,No inventariada,Calle,Municipal,Se desconoce,24193
,No inventariada,Otro,Municipal,Se desconoce,24194
,No inventariada,Calle,Municipal,Se desconoce,24195
,No inventariada,Calle,Municipal,Se desconoce,24196
,No inventariada,Calle,Municipal,Se desconoce,24197
,No inventariada,Calle,Municipal,Se desconoce,24198
,No inventariada,Calle,Municipal,Se desconoce,24199
,No inventariada,Calle,Municipal,Se desconoce,24200
,No inventariada,Calle,Municipal,Se desconoce,24201
,No inventariada,Calle,Municipal,Se desconoce,24202
,No inventariada,Calle,Municipal,Se desconoce,24203
,No inventariada,Calle,Municipal,Se desconoce,24204
,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,24205
,No inventariada,Calle,Municipal,Se desconoce,24206
,No inventariada,Calle,Municipal,Se desconoce,24207
,No inventariada,Calle,Municipal,Se desconoce,24208
,No inventariada,Calle,Municipal,Se desconoce,24209
,No inventariada,Otro,Municipal,Se desconoce,24210
,No inventariada,Calle,Municipal,Se desconoce,24211
,No inventariada,Calle,Municipal,Se desconoce,24212
,No inventariada,Calle,Municipal,Se desconoce,24213
,No inventariada,Calle,Municipal,Se desconoce,24214
,No inventariada,Recinto delimitado,Municipal,Se desconoce,24215
,No inventariada,Calle,Municipal,Se desconoce,24216
,No inventariada,Calle,Municipal,Se desconoce,24217
,No inventariada,Calle,Municipal,Se desconoce,24218
,No inventariada,Calle,Municipal,Se desconoce,24219
,No inventariada,Otro,Municipal,Se desconoce,24220
,No inventariada,Calle,Municipal,Se desconoce,24221
,No inventariada,Calle,Municipal,Se desconoce,24222
,No inventariada,Calle,Municipal,Se desconoce,24223
,No inventariada,Calle,Municipal,Se desconoce,24224
,No inventariada,Calle,Municipal,Se desconoce,24225
N-332,N-332,Carretera Convencional de calzada única,Estatal,Descendente,24226
,No inventariada,Calle,Municipal,Se desconoce,24227
,No inventariada,Calle,Municipal,Se desconoce,24228
,No inventariada,Calle,Municipal,Se desconoce,24229
,No inventariada,Calle,Municipal,Se desconoce,24230
,No inventariada,Calle,Municipal,Se desconoce,24231
,No inventariada,Calle,Municipal,Se desconoce,24232
,AP-7,Autopista libre,Estatal,Ascendente,24233
,No inventariada,Calle,Municipal,Se desconoce,24234
,No inventariada,Calle,Municipal,Se desconoce,24235
,No inventariada,Calle,Municipal,Se desconoce,24236
,No inventariada,Calle,Municipal,Se desconoce,24237
,No inventariada,Otro,Municipal,Se desconoce,24238
,No inventariada,Calle,Municipal,Se desconoce,24239
,No inventariada,Calle,Municipal,Se desconoce,24240
,No inventariada,Calle,Municipal,Se desconoce,24241
,No inventariada,Calle,Municipal,Se desconoce,24242
,No inventariada,Calle,Municipal,Se desconoce,24243
,No inventariada,Calle,Municipal,Se desconoce,24244
,No inventariada,Calle,Municipal,Se desconoce,24245
,No inventariada,Calle,Municipal,Se desconoce,24246
,No inventariada,Calle,Municipal,Se desconoce,24247
,No inventariada,Calle,Municipal,Se desconoce,24248
,No inventariada,Calle,Municipal,Se desconoce,24249
,No inventariada,Calle,Municipal,Se desconoce,24250
,No inventariada,Calle,Municipal,Se desconoce,24251
,No inventariada,Calle,Municipal,Se desconoce,24252
,No inventariada,Calle,Municipal,Se desconoce,24253
,No inventariada,Calle,Municipal,Se desconoce,24254
,No inventariada,Calle,Municipal,Se desconoce,24255
,No inventariada,Calle,Municipal,Se desconoce,24256
,No inventariada,Calle,Municipal,Se desconoce,24257
,No inventariada,Calle,Municipal,Se desconoce,24258
,No inventariada,Calle,Municipal,Se desconoce,24259
,No inventariada,Calle,Municipal,Se desconoce,24260
